MEDIUM,FABRIC,TECHNIQUE,FORM,SUB-FORM,START_DATE,END_DATE,PAINTER,POTTER,SUBJECT_ADDITIONAL,LOCATION_COUNTRY,LOCATION_CITY,COLLECTION_NAME,COLLECTION_ID,PROVENIENCE,TRENDALL_ID,IMAGE_SERIES,SCENE_TYPE_A,MUSICAL_SCENE_TYPE_A,TRENDALL_DESCRIPTION_A,SIDE_A_DETAILS,SIDE_A_INSTRUMENTS_AND_NUMBERS,SIDE_A_PERFORMERS,SIDE_A_PERFORMER_LOCATION,SIDE_A_PERFORMER_ACTION,SIDE_A_NUMBER_OF_FIGURES,SIDE_A_COMPOSITION,SCENE_TYPE_B,MUSICAL_SCENE_TYPE_B,TRENDALL_DESCRIPTION_B,SIDE_B_DETAILS,SIDE_B_INSTRUMENTS_AND_NUMBERS,SIDE_B_PERFORMERS,SIDE_B_PERFORMER_LOCATION,SIDE_B_PERFORMER_ACTION,SIDE_B_NUMBER_OF_FIGURES,SIDE_B_COMPOSITION,IMAGE_IDS,NOTES,PUBLICATION,CATEGORY_1,CATEGORY_2,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,,,Naples,MANN,3218 (81952),Canosa,18.46,9881-83,"MYTHOLOGICAL, ADORNMENT, COURTSHIP","MYTHOLOGICAL(TYM), ADORNMENT(TYM), COURTSHIP(TYM), ADORNMENT(HA), COURTSHIP(HA), ADORNMENT(XYL), COURTSHIP(XYL)","“shoulder: female head between Erotes in florals; body: above – Europa and the boll; below – Eros, seated youth with seated woman holding parasol, seated woman with mirror, Eros and seated woman” - the second figure to the R of the bull has a billowing mantle/drapery over shoulders and holds a tambourine; below, the woman to the far R of the scene with erotes, men, and women has an upraised tambourine and the woman to the far L of the scene (almost directly under the handle) is playing a harp with spiny-arched back, seated R, L hand on strings (number not clear from photos), another woman just to the right of the centre holds a xylophone","“shoulder: female head between Erotes in florals; body: above – Europa and the boll; below – Eros, seated youth with seated woman holding parasol, seated woman with mirror, Eros and seated woman” - the second figure to the R of the bull has a billowing mantle/drapery over shoulders and holds a tambourine; below, the woman to the far R of the scene with erotes, men, and women has an upraised tambourine and the woman to the far L of the scene (almost directly under the handle) is playing a harp with spiny-arched back, seated R, L hand on strings (number not clear from photos), another woman just to the right of the centre holds a xylophone","2_(TYM),1_(HA),1_(XYL)","F(TYM),F(HA),F(XYL),F(TYM)","UPR(TYM),DOWNL(HA),DOWNC(XYL),DOWNR(TYM)","STANDING(TYM),SEATED(HA),SEATED(XYL),SEATED(TYM)","9_F,2_M,6_E,2_A,1_H",2_FRIEZES,NO PHOTO,,"“shoulder: head wearing Phrygian cap between Erotes; body: above – Eros in quadriga between, l., satyr, Pan and Hermes, r., seated Zeus; below – seated woman with swan and alabastron, seated Eros, three women” - a continuation of side A in the lower frieze, but no photo","“shoulder: head wearing Phrygian cap between Erotes; body: above – Eros in quadriga between, l., satyr, Pan and Hermes, r., seated Zeus; below – seated woman with swan and alabastron, seated Eros, three women” - a continuation of side A in the lower frieze, but no photo",,,,,,,"IMAG9881.jpg, IMAG9882.jpg, IMAG9883.jpg",,,MTH,,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,,,Naples,MANN,1769 (81942),,18.48,9903-04,MYTHOLOGICAL,MYTHOLOGICAL(PAN),"“Above: Rape of Chrysippos; below – six women and two  youths at a fountain-house” - to the far L of the upper scene, Pan sits facing R with lagobolon and syrinx; on the other side, there is a herm facing the paidagogos to the R","“Above: Rape of Chrysippos; below – six women and two  youths at a fountain-house” - to the far L of the upper scene, Pan sits facing R with lagobolon and syrinx; on the other side, there is a herm facing the paidagogos to the R",1_(PAN),P(PAN),UPL(PAN),SEATED(PAN),"2_F,2_M,2_E,1_P,4_A",2_FRIEZES,NO PHOTO,,"“above – Dionysos, maenads, and Pan; below – youths and women beside a laver”","NO PHOTO: “above – Dionysos, maenads, and Pan; below – youths and women beside a laver”",,,,,,,"IMAG9903.jpg, IMAG9904.jpg",,,MTH,FUN,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,,,Naples,MANN,1759 (81943),,18.53,9924,"MYTHOLOGICAL, NUPTIAL, DIONYSIAC, FUNERARY","MYTHOLOGICAL(TYM), NUPTIAL(TYM), DIONYSIAC(TYM), MYTHOLOGICAL(TYM), NUPTIAL(TYM), DIONYSIAC(TYM)","“Above: Dionysos and Ariadne in panther-drawn chariot between Pan and satyr to l. and silen, maenad and satyr to r...shoulder: frontal female head in floral setting...between the two registers: swastika-meanders with solid black squares” - the aegipan at the far L of the upper register does not have a syrinx, however, the woman second-to-last from the R does have an upraised tambourine","“Above: Dionysos and Ariadne in panther-drawn chariot between Pan and satyr to l. and silen, maenad and satyr to r...shoulder: frontal female head in floral setting...between the two registers: swastika-meanders with solid black squares” - the aegipan at the far L of the upper register does not have a syrinx, however, the woman second-to-last from the R does have an upraised tambourine",2_(TYM),"F(TYM),F(TYM)","UPR(TYM),DOWNL(TYM)","WALKING(TYM),WALKING(TYM)","5_F,4_M,1_S,2_P,3_A",2_FRIEZES,ATTENDANT (DIONYSIAC),ATTENDANT (DIONYSIAC)(TYM),"“Above: woman crowning seated youth between woman with torch and tambourine and satyr with thyrsus and bunch of grapes; below, all around: youths and women at a stele, on top of which is a kylix...shoulder: palmettes...between the two registers: rosettes;”","“Above: woman crowning seated youth between woman with torch and tambourine and satyr with thyrsus and bunch of grapes; below, all around: youths and women at a stele, on top of which is a kylix...shoulder: palmettes...between the two registers: rosettes;”",1_(TYM),F(TYM),UPL(TYM),STANDING(TYM),"2_F,2_?",2_FRIEZES,IMAG9924.jpg,,,MTH,,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,“lid: female head in scrollwork”,,Bari,Museo Archeologico di Santa Scholastica,20882,,18.54,"9925, 9927","MYTHOLOGICAL, COURTSHIP",MYTHOLOGICAL(TYM),"fragmentary: above, Herakles and Hippolyte, below, women, eros, and youths","“Above: Herakles and Hippolyte...shoulder: frontal...between the two registers: swastika-meanders with solid black squares” - in the lower frieze, a woman moving R with a basket also carries a tambourine",1_(TYM),F(TYM),DOWNR(TYM),WALKING(TYM),"4_F,5_M,1_H,1_?",2_FRIEZES,"ATTENDANT (DIONYSIAC), COUPLE (?) COURTSHIP",ATTENDANT (DIONYSIAC)(TYM),"above, Dionysos and Ariadne with attendants, below, continuation of side A","“Above: Dionysos and Ariadne seated between a satyr and a woman and seated youth; below, all around: youths and women, with Eros...shoulder: profile female head in floral setting...between the two registers: rosettes” - very fragmentary, under Ariadne is a tympanon and in the lower frieze there is a woman moving R with a tambourine",1_(TYM),F(TYM),DOWNR(TYM),WALKING(TYM),"5_F,1_M,1_E,2_A,1_H",2_FRIEZES,"IMAG9925.jpg, IMAG9927.jpg",,,MTH,,,,,,,
,Apulian,,Amphora,FRAG,340,320,Darius Painter,,,,Berlin,Staatliche Museen,F 3245,,18.56,9928,MYTHOLOGICAL,MYTHOLOGICAL(CHYL),"fragmentary: above (inscribed) Selene, Atlas, Herakles, Hermes, and Maia; below: Garden of the Hesperides","[based on an illustration by Gerhard:] “Above: Selene, Atlas seated on throne, Herakles with club, Hermes with caduceus bending forward towards Maia (?); below: two Hesperides beside the apple tree round which is coiled a snake, with Eros flying above holding fillet” - the second woman to the R of the serpent-coiled tree in the lower frieze sits on a tripod stool with a footrest facing R, she gestures up to the eros flying towards her with a sash and wreath, and in her lowered L hand she holds a lyre with 9 pegs (largely lost)",1_(CHYL),F(CHYL),DOWNC(CHYL),SEATED(CHYL),"4_F,3_M,1_E,1_A",2_FRIEZES,NO PHOTO,,fragmentary: naiskos with seated and standing woman,“naiskos in which is a maid with a kalathos in front of her seated mistress (the other figures are lost).”,,,,,,,IMAG9928.jpg,,,MTH,FUN,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,,,Princeton,Princeton University Art Museum,1989.29,,18.56b,9936-50,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(KI), FUNERARY(KI)","“Niobe – in the centre Niobe in the tomb-monument, with Merope (insc) kneeling in entreaty to l.; below: Pelops (insc) in winged Phrygian cap beside a woman holding a suppliant bough seated beside a hydria with two sprays in it on an altar with the painted and now partly vanished inscription AMFION; above, to l., Artemis and Apollo with cithara, below them, a standing woman with cista and fan; to l., nude horned youth (Pan?) and figure in oriental costume, inscribed SIPUL.., seated on a rocky eminence; below, old woman (nurse?) grasping the hand of white-haired man wearing tunic and cloak (Tantalos? Or the paidagogos?).” Shoulder: “r.f. Female head in three-quarter view to l., in floral setting” - the figure identified as Apollo is seated R, torso-nude and with long hair, and has his L hand on the strings of a concert kithara and his R reaching for the pegs (c. 7 strings)","“Niobe – in the centre Niobe in the tomb-monument, with Merope (insc) kneeling in entreaty to l.; below: Pelops (insc) in winged Phrygian cap beside a woman holding a suppliant bough seated beside a hydria with two sprays in it on an altar with the painted and now partly vanished inscription AMFION; above, to l., Artemis and Apollo with cithara, below them, a standing woman with cista and fan; to l., nude horned youth (Pan?) and figure in oriental costume, inscribed SIPUL.., seated on a rocky eminence; below, old woman (nurse?) grasping the hand of white-haired man wearing tunic and cloak (Tantalos? Or the paidagogos?).” Shoulder: “r.f. Female head in three-quarter view to l., in floral setting” - the figure identified as Apollo is seated R, torso-nude and with long hair, and has his L hand on the strings of a concert kithara and his R reaching for the pegs (c. 7 strings)",1_(KI),M(KI),UPL(KI),SEATED(KI),"7_F,4_M,1_H",RADIAL,"ADORNMENT, COURTSHIP",,"“Fountain-house, around which are grouped above, seated nude youth with cista and wreath, seated woman with fan and wreath; below, standing woman with branch and wreath, woman with mirror, seated by travel-pack, nude youth bending forward; above him, an open box”; shoulder: “r.f. Female head in profile to l., with palmettes around; above, on the neck, seated Eros with wreath”","“Fountain-house, around which are grouped above, seated nude youth with cista and wreath, seated woman with fan and wreath; below, standing woman with branch and wreath, woman with mirror, seated by travel-pack, nude youth bending forward; above him, an open box”; shoulder: “r.f. Female head in profile to l., with palmettes around; above, on the neck, seated Eros with wreath”",,,,,"3_F,2_M,1_E",RADIAL,"IMAG9936.jpg, IMAG9937.jpg, IMAG9938.jpg, IMAG9939.jpg, IMAG9940.jpg, IMAG9941.jpg, IMAG9942.jpg, IMAG9943.jpg, IMAG9944.jpg, IMAG9945.jpg, IMAG9946.jpg, IMAG9947.jpg, IMAG9948.jpg, IMAG9949.jpg, IMAG9950.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Amphora,ALT: Loutrophoros,340,320,Darius Painter,,,,Basel,Market (Palladion),,,18.59c,9969-79,MYTHOLOGICAL,MYTHOLOGICAL(AKI),"“Kreousa at Delphi. Above: Apollo with cithara on swan, with small Eros above, between to l., woman and youth, to r., seated woman beside lopped tree and woman. Below: youth and bearded king, priestess by altar inscribed KREOUSA, woman and attendant maid. On the circular altar are two serpents and a panther, and beside it to l., lion and to r., griffin” shoulder: “frontal r.f. Female head, flanked by griffins” - Apollo, in the upper centre (on axis, mostly, with Kreousa and her panther on a dais), sits L and looks R on the swan; his lyre is an Apulian kithara, and he has his L hand on the strings (square shape, spotted, straight arms, c. 5 strings)","“Kreousa at Delphi. Above: Apollo with cithara on swan, with small Eros above, between to l., woman and youth, to r., seated woman beside lopped tree and woman. Below: youth and bearded king, priestess by altar inscribed KREOUSA, woman and attendant maid. On the circular altar are two serpents and a panther, and beside it to l., lion and to r., griffin” shoulder: “frontal r.f. Female head, flanked by griffins” - Apollo, in the upper centre (on axis, mostly, with Kreousa and her panther on a dais), sits L and looks R on the swan; his lyre is an Apulian kithara, and he has his L hand on the strings (square shape, spotted, straight arms, c. 5 strings)",1_(AKI),M(AKI),UPC(AKI),SEATED(AKI),"6_F,4_M,1_E,8_A,1_H",2_ROWS,"ADORNMENT,CCOURTSHIP",,"“five figures, three women and two youths, with various offerings, grouped around a fountain-house” neck: “Eros moving to l. with mirror and wreath”","“five figures, three women and two youths, with various offerings, grouped around a fountain-house” neck: “Eros moving to l. with mirror and wreath”",,,,,"4_F,2_M,1_E",RADIAL,"IMAG9969.jpg, IMAG9970.jpg, IMAG9971.jpg, IMAG9972.jpg, IMAG9973.jpg, IMAG9974.jpg, IMAG9975.jpg, IMAG9976.jpg, IMAG9977.jpg, IMAG9978.jpg, IMAG9979.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Loutrophoros,,340,320,Darius Painter,,,,Berlin,Staatliche Museen,F 3264,Ceglie,18.61,9983-84,"ATTENDANT (DIONYSIAC), PROCESSION (DIONYSIAC), MYTHOLOGICAL","ATTENDANT (DIONYSIAC)(TYM), PROCESSION (DIONYSIAC)(TYM), MYTHOLOGICAL(HO), MYTHOLOGICAL(SA)","“Above, all around: Dionysos on couch with maenads and satyrs; below, all around: combat between Greeks and Oscan warriors” neck: “above: winged figure rising from plant (cf. no. 42); below: frontal female head in floral setting” - in the upper scene, three figures to the L of the reclining Dionysos a woman dances R with long, diaphanous gown, beating a tambourine; in the lower register, a couple of figures to the R of Dionysos, one of them “Oscan” warriors is blowing into a bugle-shaped horn; on the other side, a figure in a short, fluttering chiton with a spear and pilos-like helmet faces R blowing into a salpinx","“Above, all around: Dionysos on couch with maenads and satyrs; below, all around: combat between Greeks and Oscan warriors” neck: “above: winged figure rising from plant (cf. no. 42); below: frontal female head in floral setting” - in the upper scene, three figures to the L of the reclining Dionysos a woman dances R with long, diaphanous gown, beating a tambourine; in the lower register, a couple of figures to the R of Dionysos, one of them “Oscan” warriors is blowing into a bugle-shaped horn; on the other side, a figure in a short, fluttering chiton with a spear and pilos-like helmet faces R blowing into a salpinx","1_(TYM),1_(SA),1_(HO)","F(TYM),M(SA),M(HO)","UP(TYM),DOWN(SA),DOWN(HO)","DANCING(TYM),STANDING(SA),STANDING(HO)","4_F,8_M,5_S,2_A",2_FRIEZES,,,"(same as side A, continuation) Neck: “head of youth, with ram's horns, rising from acanthus","(same as side A, continuation) Neck: “head of youth, with ram's horns, rising from acanthus",,,,,,,"IMAG9983.jpg, IMAG9984.jpg",,,MTH,,,,,,,
,Apulian,,Hydria,,340,320,Darius Painter,,,,Tokyo,Private Collection (Fujita),,,18.63b,10004,"MYTHOLOGICAL, ADORNMENT, COURTSHIP","MYTHOLOGICAL(HA), ADORNMENT(HA)","“Shoulder: Judgement of Paris. Body: youths and women at a laver.” To the R of the central perirrhanterion, a woman with the same drapery as the others and a saccos on her head sits R, a travel-pack under her seat, and looks L to the woman on the other side of the perirrhanterion. In her R hand she holds a sash-tied branch, and on her L thigh she has a triangular harp (trigonos) with water-bird crossbar and wave-pattern along the spine, her L hand behind 10-15 strings (not very clear).","“Shoulder: Judgement of Paris. Body: youths and women at a laver.” To the R of the central perirrhanterion, a woman with the same drapery as the others and a saccos on her head sits R, a travel-pack under her seat, and looks L to the woman on the other side of the perirrhanterion. In her R hand she holds a sash-tied branch, and on her L thigh she has a triangular harp (trigonos) with water-bird crossbar and wave-pattern along the spine, her L hand behind 10-15 strings (not very clear).",1_(HA),F(HA),DOWNC(HA),SEATED(HA),"8_F,4_M,1_N,1_E,1_A",SINGLE,,,,,,,,,,,IMAG10004.jpg,,,MTH,,Who knows?,,,,,
,Apulian,,Hydria,,340,320,Darius Painter,,,,New York,Private Collection (S. White and L. Levy),247,,18.63d,10006-18,"MYTHOLOGICAL, COUPLE (?) FUNERARY","MYTHOLOGICAL(PAN), COUPLE (?)(PAN), FUNERARY(XYL)","“Shoulder: Zeus and Io, with Hermes attacking Argos. Body: youths and women at stele, on top of which is a kylix. Neck: white female head in three-quarter view to l. in floral setting.” In the stele scene below, the 2nd figure to the L of the stele, a nude youth with drapery over L arm leaning R on a stick, holds up a mirror and a xylophone by the lower part of an arm (13 crossbars); above, the woman to the L of Zeus has an iynx in her hands, and Pan, standing to  the far L in front of a perirrhanterion, looks R and holds a branch and a syrinx; the other figures in the lower scene carry boxes, palm fans, mirrors, phialai, etc.","“Shoulder: Zeus and Io, with Hermes attacking Argos. Body: youths and women at stele, on top of which is a kylix. Neck: white female head in three-quarter view to l. in floral setting.” In the stele scene below, the 2nd figure to the L of the stele, a nude youth with drapery over L arm leaning R on a stick, holds up a mirror and a xylophone by the lower part of an arm (13 crossbars); above, the woman to the L of Zeus has an iynx in her hands, and Pan, standing to  the far L in front of a perirrhanterion, looks R and holds a branch and a syrinx; the other figures in the lower scene carry boxes, palm fans, mirrors, phialai, etc.","1_(XYL),1_(PAN)","M(XYL),P(PAN)","DOWNL(XYL),SHOL(PAN)","LEANING(XYL),STANDING(PAN)","7_F,7_M,1_OW,1_E,2_A,1_P",SINGLE,,,,,,,,,,,"IMAG10005.jpg, IMAG10006.jpg, IMAG10007.jpg, IMAG10008.jpg, IMAG10009.jpg, IMAG10010.jpg, IMAG10011.jpg, IMAG10012.jpg, IMAG10013.jpg, IMAG10014.jpg, IMAG10015.jpg, IMAG10016.jpg, IMAG10017.jpg, IMAG10018.jpg",,,MTH,,Who knows?,,,,,
